file_name,image_id,mpp,pass,n_clicks,seed_index,seed_ann_id,n_candidates_after_selfhit,n_selfhit_dropped,dist_seed_to_nearest_cand,crop_um,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,match_radius_px,read_50,read_80,read_100,encoder,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget,variant,query
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,blob_native,score,False,,False,False,217,109,20369,0.9359,107,2,0.0,1.0,29.609,167.0,477.0,7749.0,otsu_component_mean,1000,1000,202,85,0.9308755760368663,,
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,blob_native,score,False,,False,False,217,109,20369,0.9359,107,2,0.0,1.0,29.609,167.0,477.0,7749.0,otsu_component_mean,2000,2000,210,98,0.967741935483871,,
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,blob_native,score,False,,False,False,217,109,20369,0.9359,107,2,0.0,1.0,29.609,167.0,477.0,7749.0,otsu_component_mean,5000,5000,214,104,0.9861751152073732,,
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_fcos_midogpp_r18,cos_fcos_midogpp_r18,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,123.0,224.0,1442.0,fcos_midogpp_r18,500,500,207,67,0.9539170506912442,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_fcos_midogpp_r18,cos_fcos_midogpp_r18,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,123.0,224.0,1442.0,fcos_midogpp_r18,1000,1000,214,82,0.9861751152073732,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_fcos_midogpp_r18,cos_fcos_midogpp_r18,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,123.0,224.0,1442.0,fcos_midogpp_r18,2000,2000,217,95,1.0,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_fcos_midogpp_r18,cos_fcos_midogpp_r18,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,123.0,224.0,1442.0,fcos_midogpp_r18,5000,5000,217,106,1.0,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_fcos_midogpp_r18_cl2n,cos_fcos_midogpp_r18_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,120.0,218.0,1490.0,fcos_midogpp_r18,500,500,208,70,0.9585253456221198,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_fcos_midogpp_r18_cl2n,cos_fcos_midogpp_r18_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,120.0,218.0,1490.0,fcos_midogpp_r18,1000,1000,214,83,0.9861751152073732,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_fcos_midogpp_r18_cl2n,cos_fcos_midogpp_r18_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,120.0,218.0,1490.0,fcos_midogpp_r18,2000,2000,217,95,1.0,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_fcos_midogpp_r18_cl2n,cos_fcos_midogpp_r18_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,120.0,218.0,1490.0,fcos_midogpp_r18,5000,5000,217,106,1.0,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_fcos_midogpp_r18_cl2n_snap,cos_fcos_midogpp_r18_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,115.0,225.0,1610.0,fcos_midogpp_r18,500,500,208,68,0.9585253456221198,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_fcos_midogpp_r18_cl2n_snap,cos_fcos_midogpp_r18_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,115.0,225.0,1610.0,fcos_midogpp_r18,1000,1000,214,83,0.9861751152073732,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_fcos_midogpp_r18_cl2n_snap,cos_fcos_midogpp_r18_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,115.0,225.0,1610.0,fcos_midogpp_r18,2000,2000,217,94,1.0,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_fcos_midogpp_r18_cl2n_snap,cos_fcos_midogpp_r18_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,115.0,225.0,1610.0,fcos_midogpp_r18,5000,5000,217,106,1.0,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_kaiko_vits16,cos_kaiko_vits16,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,6452.0,12229.0,19475.0,kaiko_vits16,500,500,13,6,0.059907834101382486,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_kaiko_vits16,cos_kaiko_vits16,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,6452.0,12229.0,19475.0,kaiko_vits16,1000,1000,21,11,0.0967741935483871,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_kaiko_vits16,cos_kaiko_vits16,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,6452.0,12229.0,19475.0,kaiko_vits16,2000,2000,42,22,0.1935483870967742,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_kaiko_vits16,cos_kaiko_vits16,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,6452.0,12229.0,19475.0,kaiko_vits16,5000,5000,82,43,0.3778801843317972,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_kaiko_vits16_cl2n,cos_kaiko_vits16_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,5639.0,11880.0,19374.0,kaiko_vits16,500,500,14,4,0.06451612903225806,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_kaiko_vits16_cl2n,cos_kaiko_vits16_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,5639.0,11880.0,19374.0,kaiko_vits16,1000,1000,26,11,0.11981566820276497,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_kaiko_vits16_cl2n,cos_kaiko_vits16_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,5639.0,11880.0,19374.0,kaiko_vits16,2000,2000,45,24,0.2073732718894009,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_kaiko_vits16_cl2n,cos_kaiko_vits16_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,5639.0,11880.0,19374.0,kaiko_vits16,5000,5000,96,45,0.4423963133640553,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_kaiko_vits16_cl2n_snap,cos_kaiko_vits16_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4618.0,10514.0,19677.0,kaiko_vits16,500,500,20,8,0.09216589861751152,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_kaiko_vits16_cl2n_snap,cos_kaiko_vits16_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4618.0,10514.0,19677.0,kaiko_vits16,1000,1000,31,16,0.14285714285714285,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_kaiko_vits16_cl2n_snap,cos_kaiko_vits16_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4618.0,10514.0,19677.0,kaiko_vits16,2000,2000,53,24,0.24423963133640553,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_kaiko_vits16_cl2n_snap,cos_kaiko_vits16_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4618.0,10514.0,19677.0,kaiko_vits16,5000,5000,114,43,0.5253456221198156,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16,cos_lunit_dino_vits16,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7103.0,12246.0,19198.0,lunit_dino_vits16,500,500,14,8,0.06451612903225806,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16,cos_lunit_dino_vits16,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7103.0,12246.0,19198.0,lunit_dino_vits16,1000,1000,25,11,0.1152073732718894,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16,cos_lunit_dino_vits16,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7103.0,12246.0,19198.0,lunit_dino_vits16,2000,2000,47,19,0.21658986175115208,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16,cos_lunit_dino_vits16,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7103.0,12246.0,19198.0,lunit_dino_vits16,5000,5000,86,40,0.39631336405529954,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_cl2n,cos_lunit_dino_vits16_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4869.0,9800.0,19864.0,lunit_dino_vits16,500,500,23,7,0.10599078341013825,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_cl2n,cos_lunit_dino_vits16_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4869.0,9800.0,19864.0,lunit_dino_vits16,1000,1000,33,14,0.15207373271889402,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_cl2n,cos_lunit_dino_vits16_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4869.0,9800.0,19864.0,lunit_dino_vits16,2000,2000,55,25,0.2534562211981567,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_cl2n,cos_lunit_dino_vits16_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4869.0,9800.0,19864.0,lunit_dino_vits16,5000,5000,111,51,0.511520737327189,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_cl2n_snap,cos_lunit_dino_vits16_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,5333.0,10528.0,20127.0,lunit_dino_vits16,500,500,20,8,0.09216589861751152,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_cl2n_snap,cos_lunit_dino_vits16_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,5333.0,10528.0,20127.0,lunit_dino_vits16,1000,1000,32,12,0.14746543778801843,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_cl2n_snap,cos_lunit_dino_vits16_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,5333.0,10528.0,20127.0,lunit_dino_vits16,2000,2000,50,27,0.2304147465437788,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_cl2n_snap,cos_lunit_dino_vits16_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,5333.0,10528.0,20127.0,lunit_dino_vits16,5000,5000,104,48,0.4792626728110599,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_16um,cos_lunit_dino_vits16_16um,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4705.0,10707.0,19503.0,lunit_dino_vits16_16um,500,500,15,8,0.06912442396313365,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_16um,cos_lunit_dino_vits16_16um,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4705.0,10707.0,19503.0,lunit_dino_vits16_16um,1000,1000,33,15,0.15207373271889402,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_16um,cos_lunit_dino_vits16_16um,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4705.0,10707.0,19503.0,lunit_dino_vits16_16um,2000,2000,53,22,0.24423963133640553,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_16um,cos_lunit_dino_vits16_16um,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4705.0,10707.0,19503.0,lunit_dino_vits16_16um,5000,5000,113,43,0.5207373271889401,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_16um_cl2n,cos_lunit_dino_vits16_16um_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,2674.0,7210.0,17451.0,lunit_dino_vits16_16um,500,500,39,9,0.17972350230414746,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_16um_cl2n,cos_lunit_dino_vits16_16um_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,2674.0,7210.0,17451.0,lunit_dino_vits16_16um,1000,1000,55,16,0.2534562211981567,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_16um_cl2n,cos_lunit_dino_vits16_16um_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,2674.0,7210.0,17451.0,lunit_dino_vits16_16um,2000,2000,95,23,0.4377880184331797,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_16um_cl2n,cos_lunit_dino_vits16_16um_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,2674.0,7210.0,17451.0,lunit_dino_vits16_16um,5000,5000,152,43,0.7004608294930875,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_16um_cl2n_snap,cos_lunit_dino_vits16_16um_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,1875.0,6251.0,18989.0,lunit_dino_vits16_16um,500,500,47,16,0.21658986175115208,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_16um_cl2n_snap,cos_lunit_dino_vits16_16um_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,1875.0,6251.0,18989.0,lunit_dino_vits16_16um,1000,1000,75,23,0.3456221198156682,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_16um_cl2n_snap,cos_lunit_dino_vits16_16um_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,1875.0,6251.0,18989.0,lunit_dino_vits16_16um,2000,2000,115,36,0.5299539170506913,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_lunit_dino_vits16_16um_cl2n_snap,cos_lunit_dino_vits16_16um_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,1875.0,6251.0,18989.0,lunit_dino_vits16_16um,5000,5000,158,57,0.728110599078341,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k,cos_resnet18_in1k,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7095.0,14592.0,20184.0,resnet18_in1k,500,500,6,8,0.027649769585253458,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k,cos_resnet18_in1k,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7095.0,14592.0,20184.0,resnet18_in1k,1000,1000,19,12,0.08755760368663594,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k,cos_resnet18_in1k,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7095.0,14592.0,20184.0,resnet18_in1k,2000,2000,31,20,0.14285714285714285,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k,cos_resnet18_in1k,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7095.0,14592.0,20184.0,resnet18_in1k,5000,5000,81,37,0.37327188940092165,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_cl2n,cos_resnet18_in1k_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,8128.0,12256.0,19982.0,resnet18_in1k,500,500,5,8,0.02304147465437788,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_cl2n,cos_resnet18_in1k_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,8128.0,12256.0,19982.0,resnet18_in1k,1000,1000,13,14,0.059907834101382486,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_cl2n,cos_resnet18_in1k_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,8128.0,12256.0,19982.0,resnet18_in1k,2000,2000,34,23,0.15668202764976957,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_cl2n,cos_resnet18_in1k_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,8128.0,12256.0,19982.0,resnet18_in1k,5000,5000,75,46,0.3456221198156682,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_cl2n_snap,cos_resnet18_in1k_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7835.0,13035.0,20030.0,resnet18_in1k,500,500,7,9,0.03225806451612903,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_cl2n_snap,cos_resnet18_in1k_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7835.0,13035.0,20030.0,resnet18_in1k,1000,1000,13,13,0.059907834101382486,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_cl2n_snap,cos_resnet18_in1k_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7835.0,13035.0,20030.0,resnet18_in1k,2000,2000,32,23,0.14746543778801843,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_cl2n_snap,cos_resnet18_in1k_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7835.0,13035.0,20030.0,resnet18_in1k,5000,5000,71,48,0.3271889400921659,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_16um,cos_resnet18_in1k_16um,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,8277.0,15734.0,20163.0,resnet18_in1k_16um,500,500,11,6,0.05069124423963134,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_16um,cos_resnet18_in1k_16um,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,8277.0,15734.0,20163.0,resnet18_in1k_16um,1000,1000,17,11,0.07834101382488479,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_16um,cos_resnet18_in1k_16um,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,8277.0,15734.0,20163.0,resnet18_in1k_16um,2000,2000,29,20,0.1336405529953917,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_16um,cos_resnet18_in1k_16um,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,8277.0,15734.0,20163.0,resnet18_in1k_16um,5000,5000,66,48,0.30414746543778803,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_16um_cl2n,cos_resnet18_in1k_16um_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4084.0,9740.0,19153.0,resnet18_in1k_16um,500,500,19,12,0.08755760368663594,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_16um_cl2n,cos_resnet18_in1k_16um_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4084.0,9740.0,19153.0,resnet18_in1k_16um,1000,1000,35,22,0.16129032258064516,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_16um_cl2n,cos_resnet18_in1k_16um_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4084.0,9740.0,19153.0,resnet18_in1k_16um,2000,2000,55,32,0.2534562211981567,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_16um_cl2n,cos_resnet18_in1k_16um_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4084.0,9740.0,19153.0,resnet18_in1k_16um,5000,5000,122,54,0.5622119815668203,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_16um_cl2n_snap,cos_resnet18_in1k_16um_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,5399.0,9548.0,18186.0,resnet18_in1k_16um,500,500,13,7,0.059907834101382486,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_16um_cl2n_snap,cos_resnet18_in1k_16um_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,5399.0,9548.0,18186.0,resnet18_in1k_16um,1000,1000,34,13,0.15668202764976957,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_16um_cl2n_snap,cos_resnet18_in1k_16um_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,5399.0,9548.0,18186.0,resnet18_in1k_16um,2000,2000,52,27,0.23963133640552994,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_resnet18_in1k_16um_cl2n_snap,cos_resnet18_in1k_16um_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,5399.0,9548.0,18186.0,resnet18_in1k_16um,5000,5000,102,53,0.4700460829493088,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_rawpixel_ccoeff,cos_rawpixel_ccoeff,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4566.0,9592.0,20340.0,rawpixel_ccoeff,500,500,21,8,0.0967741935483871,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_rawpixel_ccoeff,cos_rawpixel_ccoeff,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4566.0,9592.0,20340.0,rawpixel_ccoeff,1000,1000,32,14,0.14746543778801843,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_rawpixel_ccoeff,cos_rawpixel_ccoeff,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4566.0,9592.0,20340.0,rawpixel_ccoeff,2000,2000,60,24,0.2764976958525346,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_rawpixel_ccoeff,cos_rawpixel_ccoeff,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4566.0,9592.0,20340.0,rawpixel_ccoeff,5000,5000,116,44,0.5345622119815668,cosine,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_rawpixel_ccoeff_cl2n,cos_rawpixel_ccoeff_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7026.0,13115.0,20277.0,rawpixel_ccoeff,500,500,12,6,0.055299539170506916,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_rawpixel_ccoeff_cl2n,cos_rawpixel_ccoeff_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7026.0,13115.0,20277.0,rawpixel_ccoeff,1000,1000,22,10,0.10138248847926268,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_rawpixel_ccoeff_cl2n,cos_rawpixel_ccoeff_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7026.0,13115.0,20277.0,rawpixel_ccoeff,2000,2000,45,20,0.2073732718894009,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_rawpixel_ccoeff_cl2n,cos_rawpixel_ccoeff_cl2n,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,7026.0,13115.0,20277.0,rawpixel_ccoeff,5000,5000,82,43,0.3778801843317972,cl2n,click
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_rawpixel_ccoeff_cl2n_snap,cos_rawpixel_ccoeff_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4544.0,10588.0,20103.0,rawpixel_ccoeff,500,500,19,4,0.08755760368663594,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_rawpixel_ccoeff_cl2n_snap,cos_rawpixel_ccoeff_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4544.0,10588.0,20103.0,rawpixel_ccoeff,1000,1000,34,11,0.15668202764976957,cl2n_snap,snap
301.tiff,301,0.2533,1click,1,3,14787,20369,1,6.53,32.0,cos_rawpixel_ccoeff_cl2n_snap,cos_rawpixel_ccoeff_cl2n_snap,True,,False,False,217,109,20369,0.9359,107,4,0.0,1.0,29.609,4544.0,10588.0,20103.0,rawpixel_ccoeff,2000,2000,61,18,0.28110599078341014,cl2n_snap,snap
