file_name,seed_index,statistic,contrast,auc,ci_lo,ci_hi,n_pos,n_neg
246.tiff,1,resnet18_in1k__mitotic,tp_vs_lookalike,0.4962,0.4219,0.5706,111,122
246.tiff,1,resnet18_in1k__mitotic,tp_vs_unannotated,0.5371,0.4821,0.5921,111,20823
246.tiff,1,resnet18_in1k_16um__mitotic,tp_vs_lookalike,0.6022,0.5295,0.6749,111,122
246.tiff,1,resnet18_in1k_16um__mitotic,tp_vs_unannotated,0.7162,0.662,0.7705,111,20823
246.tiff,1,rawpixel_ccoeff__mitotic,tp_vs_lookalike,0.6068,0.5342,0.6793,111,122
246.tiff,1,rawpixel_ccoeff__mitotic,tp_vs_unannotated,0.7345,0.6809,0.788,111,20823
246.tiff,1,fcos_midogpp_r18__lookalike,tp_vs_lookalike,0.1218,0.0772,0.1664,111,122
246.tiff,1,fcos_midogpp_r18__lookalike,tp_vs_unannotated,0.5105,0.4563,0.5647,111,20823
246.tiff,1,kaiko_vits16__lookalike,tp_vs_lookalike,0.447,0.3732,0.5207,111,122
246.tiff,1,kaiko_vits16__lookalike,tp_vs_unannotated,0.4809,0.4278,0.534,111,20823
246.tiff,1,lunit_dino_vits16__lookalike,tp_vs_lookalike,0.4838,0.4095,0.558,111,122
246.tiff,1,lunit_dino_vits16__lookalike,tp_vs_unannotated,0.489,0.4356,0.5424,111,20823
246.tiff,1,lunit_dino_vits16_16um__lookalike,tp_vs_lookalike,0.4765,0.4023,0.5507,111,122
246.tiff,1,lunit_dino_vits16_16um__lookalike,tp_vs_unannotated,0.4244,0.374,0.4747,111,20823
246.tiff,1,resnet18_in1k__lookalike,tp_vs_lookalike,0.4759,0.4016,0.5501,111,122
246.tiff,1,resnet18_in1k__lookalike,tp_vs_unannotated,0.4675,0.4149,0.52,111,20823
246.tiff,1,resnet18_in1k_16um__lookalike,tp_vs_lookalike,0.5812,0.5079,0.6546,111,122
246.tiff,1,resnet18_in1k_16um__lookalike,tp_vs_unannotated,0.5717,0.5161,0.6274,111,20823
246.tiff,1,rawpixel_ccoeff__lookalike,tp_vs_lookalike,0.5425,0.4684,0.6167,111,122
246.tiff,1,rawpixel_ccoeff__lookalike,tp_vs_unannotated,0.5239,0.4693,0.5785,111,20823
246.tiff,1,fcos_midogpp_r18__random,tp_vs_lookalike,0.3292,0.2606,0.3978,111,122
246.tiff,1,fcos_midogpp_r18__random,tp_vs_unannotated,0.2585,0.2214,0.2957,111,20823
246.tiff,1,kaiko_vits16__random,tp_vs_lookalike,0.4265,0.3532,0.4997,111,122
246.tiff,1,kaiko_vits16__random,tp_vs_unannotated,0.467,0.4145,0.5195,111,20823
246.tiff,1,lunit_dino_vits16__random,tp_vs_lookalike,0.4427,0.3691,0.5163,111,122
246.tiff,1,lunit_dino_vits16__random,tp_vs_unannotated,0.4329,0.382,0.4837,111,20823
246.tiff,1,lunit_dino_vits16_16um__random,tp_vs_lookalike,0.4462,0.3724,0.5199,111,122
246.tiff,1,lunit_dino_vits16_16um__random,tp_vs_unannotated,0.4109,0.3614,0.4605,111,20823
246.tiff,1,resnet18_in1k__random,tp_vs_lookalike,0.5099,0.4355,0.5843,111,122
246.tiff,1,resnet18_in1k__random,tp_vs_unannotated,0.4374,0.3864,0.4885,111,20823
246.tiff,1,resnet18_in1k_16um__random,tp_vs_lookalike,0.4908,0.4164,0.5651,111,122
246.tiff,1,resnet18_in1k_16um__random,tp_vs_unannotated,0.4291,0.3785,0.4797,111,20823
246.tiff,1,rawpixel_ccoeff__random,tp_vs_lookalike,0.498,0.4236,0.5724,111,122
246.tiff,1,rawpixel_ccoeff__random,tp_vs_unannotated,0.4195,0.3694,0.4695,111,20823
246.tiff,2,fcos_midogpp_r18__mitotic,tp_vs_lookalike,0.8839,0.839,0.9288,111,122
246.tiff,2,fcos_midogpp_r18__mitotic,tp_vs_unannotated,0.9988,0.9943,1.0033,111,20823
246.tiff,2,kaiko_vits16__mitotic,tp_vs_lookalike,0.4674,0.3933,0.5415,111,122
246.tiff,2,kaiko_vits16__mitotic,tp_vs_unannotated,0.4624,0.4101,0.5147,111,20823
246.tiff,2,lunit_dino_vits16__mitotic,tp_vs_lookalike,0.4702,0.396,0.5443,111,122
246.tiff,2,lunit_dino_vits16__mitotic,tp_vs_unannotated,0.4417,0.3904,0.493,111,20823
246.tiff,2,lunit_dino_vits16_16um__mitotic,tp_vs_lookalike,0.6215,0.5496,0.6935,111,122
246.tiff,2,lunit_dino_vits16_16um__mitotic,tp_vs_unannotated,0.5967,0.5408,0.6526,111,20823
246.tiff,2,resnet18_in1k__mitotic,tp_vs_lookalike,0.4725,0.3984,0.5467,111,122
246.tiff,2,resnet18_in1k__mitotic,tp_vs_unannotated,0.5513,0.496,0.6066,111,20823
246.tiff,2,resnet18_in1k_16um__mitotic,tp_vs_lookalike,0.5612,0.4874,0.6351,111,122
246.tiff,2,resnet18_in1k_16um__mitotic,tp_vs_unannotated,0.4714,0.4187,0.5241,111,20823
246.tiff,2,rawpixel_ccoeff__mitotic,tp_vs_lookalike,0.6199,0.5479,0.6919,111,122
246.tiff,2,rawpixel_ccoeff__mitotic,tp_vs_unannotated,0.562,0.5065,0.6175,111,20823
246.tiff,2,fcos_midogpp_r18__lookalike,tp_vs_lookalike,0.2063,0.1491,0.2635,111,122
246.tiff,2,fcos_midogpp_r18__lookalike,tp_vs_unannotated,0.8049,0.7557,0.8542,111,20823
246.tiff,2,kaiko_vits16__lookalike,tp_vs_lookalike,0.4242,0.351,0.4973,111,122
246.tiff,2,kaiko_vits16__lookalike,tp_vs_unannotated,0.4183,0.3683,0.4683,111,20823
246.tiff,2,lunit_dino_vits16__lookalike,tp_vs_lookalike,0.4253,0.3522,0.4985,111,122
246.tiff,2,lunit_dino_vits16__lookalike,tp_vs_unannotated,0.4213,0.3711,0.4715,111,20823
246.tiff,2,lunit_dino_vits16_16um__lookalike,tp_vs_lookalike,0.4137,0.3409,0.4865,111,122
246.tiff,2,lunit_dino_vits16_16um__lookalike,tp_vs_unannotated,0.573,0.5174,0.6287,111,20823
246.tiff,2,resnet18_in1k__lookalike,tp_vs_lookalike,0.497,0.4227,0.5714,111,122
246.tiff,2,resnet18_in1k__lookalike,tp_vs_unannotated,0.4584,0.4062,0.5105,111,20823
246.tiff,2,resnet18_in1k_16um__lookalike,tp_vs_lookalike,0.4305,0.3572,0.5038,111,122
246.tiff,2,resnet18_in1k_16um__lookalike,tp_vs_unannotated,0.6289,0.5729,0.6848,111,20823
246.tiff,2,rawpixel_ccoeff__lookalike,tp_vs_lookalike,0.4369,0.3634,0.5104,111,122
246.tiff,2,rawpixel_ccoeff__lookalike,tp_vs_unannotated,0.4109,0.3613,0.4604,111,20823
246.tiff,2,fcos_midogpp_r18__random,tp_vs_lookalike,0.327,0.2585,0.3954,111,122
246.tiff,2,fcos_midogpp_r18__random,tp_vs_unannotated,0.802,0.7524,0.8515,111,20823
246.tiff,2,kaiko_vits16__random,tp_vs_lookalike,0.4801,0.4059,0.5544,111,122
246.tiff,2,kaiko_vits16__random,tp_vs_unannotated,0.5499,0.4946,0.6051,111,20823
246.tiff,2,lunit_dino_vits16__random,tp_vs_lookalike,0.4641,0.3901,0.5382,111,122
246.tiff,2,lunit_dino_vits16__random,tp_vs_unannotated,0.4425,0.3911,0.4938,111,20823
246.tiff,2,lunit_dino_vits16_16um__random,tp_vs_lookalike,0.4997,0.4253,0.5741,111,122
246.tiff,2,lunit_dino_vits16_16um__random,tp_vs_unannotated,0.588,0.5322,0.6439,111,20823
246.tiff,2,resnet18_in1k__random,tp_vs_lookalike,0.4891,0.4148,0.5635,111,122
246.tiff,2,resnet18_in1k__random,tp_vs_unannotated,0.518,0.4636,0.5724,111,20823
246.tiff,2,resnet18_in1k_16um__random,tp_vs_lookalike,0.6028,0.5301,0.6755,111,122
246.tiff,2,resnet18_in1k_16um__random,tp_vs_unannotated,0.4896,0.4362,0.5431,111,20823
246.tiff,2,rawpixel_ccoeff__random,tp_vs_lookalike,0.3633,0.2927,0.434,111,122
246.tiff,2,rawpixel_ccoeff__random,tp_vs_unannotated,0.3562,0.3103,0.402,111,20823
246.tiff,3,fcos_midogpp_r18__mitotic,tp_vs_lookalike,0.8529,0.8027,0.903,111,123
246.tiff,3,fcos_midogpp_r18__mitotic,tp_vs_unannotated,0.9987,0.9939,1.0034,111,20822
246.tiff,3,kaiko_vits16__mitotic,tp_vs_lookalike,0.6018,0.5292,0.6744,111,123
246.tiff,3,kaiko_vits16__mitotic,tp_vs_unannotated,0.5913,0.5355,0.6472,111,20822
246.tiff,3,lunit_dino_vits16__mitotic,tp_vs_lookalike,0.5735,0.5001,0.6469,111,123
246.tiff,3,lunit_dino_vits16__mitotic,tp_vs_unannotated,0.5996,0.5437,0.6555,111,20822
246.tiff,3,lunit_dino_vits16_16um__mitotic,tp_vs_lookalike,0.6272,0.5556,0.6988,111,123
246.tiff,3,lunit_dino_vits16_16um__mitotic,tp_vs_unannotated,0.7991,0.7493,0.8488,111,20822
246.tiff,3,resnet18_in1k__mitotic,tp_vs_lookalike,0.5289,0.4547,0.603,111,123
246.tiff,3,resnet18_in1k__mitotic,tp_vs_unannotated,0.5775,0.5218,0.6332,111,20822
246.tiff,3,resnet18_in1k_16um__mitotic,tp_vs_lookalike,0.5891,0.5161,0.6621,111,123
246.tiff,3,resnet18_in1k_16um__mitotic,tp_vs_unannotated,0.7389,0.6855,0.7922,111,20822
246.tiff,3,rawpixel_ccoeff__mitotic,tp_vs_lookalike,0.6007,0.5281,0.6734,111,123
246.tiff,3,rawpixel_ccoeff__mitotic,tp_vs_unannotated,0.7249,0.671,0.7788,111,20822
246.tiff,3,fcos_midogpp_r18__lookalike,tp_vs_lookalike,0.771,0.7102,0.8319,111,123
246.tiff,3,fcos_midogpp_r18__lookalike,tp_vs_unannotated,0.8311,0.7841,0.8781,111,20822
246.tiff,3,kaiko_vits16__lookalike,tp_vs_lookalike,0.458,0.3842,0.5318,111,123
246.tiff,3,kaiko_vits16__lookalike,tp_vs_unannotated,0.5873,0.5315,0.6431,111,20822
246.tiff,3,lunit_dino_vits16__lookalike,tp_vs_lookalike,0.4852,0.411,0.5593,111,123
246.tiff,3,lunit_dino_vits16__lookalike,tp_vs_unannotated,0.5486,0.4934,0.6038,111,20822
246.tiff,3,lunit_dino_vits16_16um__lookalike,tp_vs_lookalike,0.4854,0.4112,0.5595,111,123
246.tiff,3,lunit_dino_vits16_16um__lookalike,tp_vs_unannotated,0.6649,0.6093,0.7204,111,20822
246.tiff,3,resnet18_in1k__lookalike,tp_vs_lookalike,0.4831,0.409,0.5573,111,123
246.tiff,3,resnet18_in1k__lookalike,tp_vs_unannotated,0.4934,0.4397,0.547,111,20822
246.tiff,3,resnet18_in1k_16um__lookalike,tp_vs_lookalike,0.5072,0.433,0.5815,111,123
246.tiff,3,resnet18_in1k_16um__lookalike,tp_vs_unannotated,0.6274,0.5714,0.6833,111,20822
246.tiff,3,rawpixel_ccoeff__lookalike,tp_vs_lookalike,0.46,0.3862,0.5339,111,123
246.tiff,3,rawpixel_ccoeff__lookalike,tp_vs_unannotated,0.3894,0.3412,0.4376,111,20822
246.tiff,3,fcos_midogpp_r18__random,tp_vs_lookalike,0.899,0.8571,0.9409,111,123
246.tiff,3,fcos_midogpp_r18__random,tp_vs_unannotated,0.9274,0.8939,0.9609,111,20822
246.tiff,3,kaiko_vits16__random,tp_vs_lookalike,0.46,0.3861,0.5338,111,123
246.tiff,3,kaiko_vits16__random,tp_vs_unannotated,0.4698,0.4171,0.5224,111,20822
246.tiff,3,lunit_dino_vits16__random,tp_vs_lookalike,0.4343,0.361,0.5075,111,123
246.tiff,3,lunit_dino_vits16__random,tp_vs_unannotated,0.4433,0.3919,0.4946,111,20822
246.tiff,3,lunit_dino_vits16_16um__random,tp_vs_lookalike,0.4428,0.3693,0.5163,111,123
246.tiff,3,lunit_dino_vits16_16um__random,tp_vs_unannotated,0.3644,0.3179,0.4108,111,20822
246.tiff,3,resnet18_in1k__random,tp_vs_lookalike,0.5204,0.4462,0.5946,111,123
246.tiff,3,resnet18_in1k__random,tp_vs_unannotated,0.4938,0.4401,0.5474,111,20822
246.tiff,3,resnet18_in1k_16um__random,tp_vs_lookalike,0.4633,0.3894,0.5372,111,123
246.tiff,3,resnet18_in1k_16um__random,tp_vs_unannotated,0.5013,0.4474,0.5552,111,20822
246.tiff,3,rawpixel_ccoeff__random,tp_vs_lookalike,0.5082,0.434,0.5825,111,123
246.tiff,3,rawpixel_ccoeff__random,tp_vs_unannotated,0.4605,0.4082,0.5127,111,20822
246.tiff,4,fcos_midogpp_r18__mitotic,tp_vs_lookalike,0.953,0.9242,0.9817,111,123
246.tiff,4,fcos_midogpp_r18__mitotic,tp_vs_unannotated,0.9992,0.9954,1.003,111,20822
246.tiff,4,kaiko_vits16__mitotic,tp_vs_lookalike,0.5595,0.4858,0.6332,111,123
246.tiff,4,kaiko_vits16__mitotic,tp_vs_unannotated,0.5385,0.4835,0.5935,111,20822
246.tiff,4,lunit_dino_vits16__mitotic,tp_vs_lookalike,0.6075,0.5351,0.6799,111,123
246.tiff,4,lunit_dino_vits16__mitotic,tp_vs_unannotated,0.6242,0.5682,0.6802,111,20822
246.tiff,4,lunit_dino_vits16_16um__mitotic,tp_vs_lookalike,0.6184,0.5464,0.6904,111,123
246.tiff,4,lunit_dino_vits16_16um__mitotic,tp_vs_unannotated,0.7711,0.7194,0.8227,111,20822
246.tiff,4,resnet18_in1k__mitotic,tp_vs_lookalike,0.5631,0.4894,0.6368,111,123
246.tiff,4,resnet18_in1k__mitotic,tp_vs_unannotated,0.444,0.3926,0.4954,111,20822
246.tiff,4,resnet18_in1k_16um__mitotic,tp_vs_lookalike,0.5791,0.5058,0.6524,111,123
246.tiff,4,resnet18_in1k_16um__mitotic,tp_vs_unannotated,0.6391,0.5832,0.695,111,20822
246.tiff,4,rawpixel_ccoeff__mitotic,tp_vs_lookalike,0.6191,0.5471,0.691,111,123
246.tiff,4,rawpixel_ccoeff__mitotic,tp_vs_unannotated,0.754,0.7014,0.8066,111,20822
246.tiff,4,fcos_midogpp_r18__lookalike,tp_vs_lookalike,0.3323,0.2637,0.4009,111,123
246.tiff,4,fcos_midogpp_r18__lookalike,tp_vs_unannotated,0.9521,0.9244,0.9799,111,20822
246.tiff,4,kaiko_vits16__lookalike,tp_vs_lookalike,0.5175,0.4433,0.5918,111,123
246.tiff,4,kaiko_vits16__lookalike,tp_vs_unannotated,0.5659,0.5103,0.6214,111,20822
246.tiff,4,lunit_dino_vits16__lookalike,tp_vs_lookalike,0.5274,0.4532,0.6015,111,123
246.tiff,4,lunit_dino_vits16__lookalike,tp_vs_unannotated,0.6006,0.5447,0.6566,111,20822
246.tiff,4,lunit_dino_vits16_16um__lookalike,tp_vs_lookalike,0.5987,0.526,0.6714,111,123
246.tiff,4,lunit_dino_vits16_16um__lookalike,tp_vs_unannotated,0.8011,0.7515,0.8507,111,20822
246.tiff,4,resnet18_in1k__lookalike,tp_vs_lookalike,0.5626,0.4889,0.6363,111,123
246.tiff,4,resnet18_in1k__lookalike,tp_vs_unannotated,0.5226,0.468,0.5771,111,20822
246.tiff,4,resnet18_in1k_16um__lookalike,tp_vs_lookalike,0.4176,0.3448,0.4904,111,123
246.tiff,4,resnet18_in1k_16um__lookalike,tp_vs_unannotated,0.6383,0.5824,0.6942,111,20822
246.tiff,4,rawpixel_ccoeff__lookalike,tp_vs_lookalike,0.427,0.3539,0.5001,111,123
246.tiff,4,rawpixel_ccoeff__lookalike,tp_vs_unannotated,0.5509,0.4956,0.6062,111,20822
246.tiff,4,fcos_midogpp_r18__random,tp_vs_lookalike,0.3925,0.3207,0.4644,111,123
246.tiff,4,fcos_midogpp_r18__random,tp_vs_unannotated,0.0455,0.0372,0.0538,111,20822
246.tiff,4,kaiko_vits16__random,tp_vs_lookalike,0.5892,0.5162,0.6622,111,123
246.tiff,4,kaiko_vits16__random,tp_vs_unannotated,0.5569,0.5015,0.6123,111,20822
246.tiff,4,lunit_dino_vits16__random,tp_vs_lookalike,0.555,0.4812,0.6289,111,123
246.tiff,4,lunit_dino_vits16__random,tp_vs_unannotated,0.5738,0.5181,0.6295,111,20822
246.tiff,4,lunit_dino_vits16_16um__random,tp_vs_lookalike,0.507,0.4328,0.5812,111,123
246.tiff,4,lunit_dino_vits16_16um__random,tp_vs_unannotated,0.6313,0.5754,0.6872,111,20822
246.tiff,4,resnet18_in1k__random,tp_vs_lookalike,0.5185,0.4443,0.5927,111,123
246.tiff,4,resnet18_in1k__random,tp_vs_unannotated,0.5565,0.5011,0.6118,111,20822
246.tiff,4,resnet18_in1k_16um__random,tp_vs_lookalike,0.4432,0.3697,0.5167,111,123
246.tiff,4,resnet18_in1k_16um__random,tp_vs_unannotated,0.5079,0.4538,0.5621,111,20822
246.tiff,4,rawpixel_ccoeff__random,tp_vs_lookalike,0.6286,0.5571,0.7001,111,123
246.tiff,4,rawpixel_ccoeff__random,tp_vs_unannotated,0.6884,0.6333,0.7435,111,20822
