file_name,image_id,tumor_type,seed_index,seed_ann_id,arm_tag,arm,axis,z,roi_h,roi_w,pad_px,match_radius_px,map_median,mad_scale,deep_floor,z_cut,n_peaks_deep,n_pool,n_detections,n_gt_mitotic,n_found,n_gained_vs_pad_off,n_lost_vs_pad_off,n_gained_in_band,n_lost_in_band,gained_ann_ids,gained_edge_dists_px,lost_ann_ids,lost_edge_dists_px,n_band_candidates_pool,n_band_candidates_h,n_within_match_radius,n_dup_fp,dup_fp_frac,band_in_top50,margin_tp_density_k50,band_in_top250,margin_tp_density_k250,band_in_top1000,margin_tp_density_k1000,interior_lost_prenms,interior_gained_prenms,interior_lost_total_h,interior_lost_dilation_h,interior_lost_postnms_z
233.tiff,233,canine lung cancer,0,5761,pad_on,tm_score@pad_on,tm_score,1.0,4933,6577,25,30.222,-0.089063,0.469362,-0.793106,0.3803,23801,16056,12567,17,17,0,0,0,0,,,,,477,354,45,8,0.000637,2,0,4,0,24,0,273,4,148,125,23
233.tiff,233,canine lung cancer,0,5761,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4933,6577,25,30.222,-0.089474,0.469603,-0.793879,0.380128,23361,15765,12353,17,17,0,0,0,0,,,,,0,0,45,8,0.000648,0,0,0,0,0,0,273,4,148,125,23
233.tiff,233,canine lung cancer,0,5761,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4933,6577,25,30.222,-0.089063,0.469362,-0.793106,0.3803,23801,15579,12213,17,16,0,1,0,1,,,5762,20.0,0,0,44,8,0.000655,0,0,0,0,0,0,273,4,148,125,23
233.tiff,233,canine lung cancer,0,5761,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4933,6577,25,30.222,-0.089063,0.469362,-0.793106,0.3803,23801,16056,12567,17,17,0,0,0,0,,,,,477,354,45,8,0.000637,5,0,21,0,49,0,273,4,148,125,23
233.tiff,233,canine lung cancer,1,5760,pad_off,tm_score@pad_off,tm_score,1.0,4933,6577,25,30.222,-0.106672,0.58762,-0.988102,0.480947,19846,14931,11409,17,17,0,0,0,0,,,,,0,0,44,5,0.000438,0,0,0,1,0,0,258,1,130,112,18
233.tiff,233,canine lung cancer,1,5760,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4933,6577,25,30.222,-0.106067,0.58762,-0.987496,0.481553,20203,14745,11286,17,16,0,1,0,1,,,5762,20.0,0,0,43,5,0.000443,0,0,0,1,0,0,258,1,130,112,18
233.tiff,233,canine lung cancer,1,5760,pad_on,tm_score@pad_on,tm_score,1.0,4933,6577,25,30.222,-0.106067,0.58762,-0.987496,0.481553,20203,15197,11605,17,17,0,0,0,0,,,,,452,319,44,5,0.000431,1,0,6,1,23,0,258,1,130,112,18
233.tiff,233,canine lung cancer,1,5760,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4933,6577,25,30.222,-0.106672,0.58762,-0.988102,0.480947,19846,14931,11409,17,17,0,0,0,0,,,,,0,0,44,5,0.000438,0,0,0,0,0,0,258,1,130,112,18
233.tiff,233,canine lung cancer,1,5760,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4933,6577,25,30.222,-0.106067,0.58762,-0.987496,0.481553,20203,14745,11286,17,16,0,1,0,1,,,5762,20.0,0,0,43,5,0.000443,0,0,0,0,0,0,258,1,130,112,18
233.tiff,233,canine lung cancer,1,5760,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4933,6577,25,30.222,-0.106067,0.58762,-0.987496,0.481553,20203,15197,11605,17,17,0,0,0,0,,,,,452,319,44,5,0.000431,6,0,20,0,48,0,258,1,130,112,18
233.tiff,233,canine lung cancer,2,5770,pad_off,tm_score@pad_off,tm_score,1.0,4933,6577,25,30.222,-0.08953,0.58534,-0.967541,0.49581,20728,14961,11459,17,17,0,0,0,0,,,,,0,0,43,5,0.000436,0,0,0,0,0,0,236,1,112,102,10
233.tiff,233,canine lung cancer,2,5770,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4933,6577,25,30.222,-0.088888,0.585649,-0.967362,0.496761,21129,14796,11355,17,16,0,1,0,1,,,5762,20.0,0,0,42,5,0.00044,0,0,0,0,0,0,236,1,112,102,10
233.tiff,233,canine lung cancer,2,5770,pad_on,tm_score@pad_on,tm_score,1.0,4933,6577,25,30.222,-0.088888,0.585649,-0.967362,0.496761,21129,15243,11669,17,17,0,0,0,0,,,,,447,314,43,5,0.000428,0,0,7,0,27,0,236,1,112,102,10
233.tiff,233,canine lung cancer,2,5770,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4933,6577,25,30.222,-0.08953,0.58534,-0.967541,0.49581,20728,14961,11459,17,17,0,0,0,0,,,,,0,0,43,5,0.000436,0,0,0,0,0,0,236,1,112,102,10
233.tiff,233,canine lung cancer,2,5770,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4933,6577,25,30.222,-0.088888,0.585649,-0.967362,0.496761,21129,14796,11355,17,16,0,1,0,1,,,5762,20.0,0,0,42,5,0.00044,0,0,0,0,0,0,236,1,112,102,10
233.tiff,233,canine lung cancer,2,5770,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4933,6577,25,30.222,-0.088888,0.585649,-0.967362,0.496761,21129,15243,11669,17,17,0,0,0,0,,,,,447,314,43,5,0.000428,5,0,18,0,46,0,236,1,112,102,10
233.tiff,233,canine lung cancer,3,5759,pad_off,tm_score@pad_off,tm_score,1.0,4933,6577,25,30.222,-0.079702,0.467394,-0.780793,0.387692,23155,15445,11935,17,17,0,0,0,0,,,,,0,0,46,7,0.000587,0,1,0,0,0,0,280,1,130,112,18
233.tiff,233,canine lung cancer,3,5759,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4933,6577,25,30.222,-0.079419,0.467377,-0.780484,0.387958,23571,15260,11812,17,16,0,1,0,1,,,5762,20.0,0,0,45,7,0.000593,0,1,0,0,0,0,280,1,130,112,18
233.tiff,233,canine lung cancer,3,5759,pad_on,tm_score@pad_on,tm_score,1.0,4933,6577,25,30.222,-0.079419,0.467377,-0.780484,0.387958,23571,15721,12149,17,17,0,0,0,0,,,,,461,337,46,7,0.000576,2,1,6,0,22,0,280,1,130,112,18
233.tiff,233,canine lung cancer,3,5759,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4933,6577,25,30.222,-0.079702,0.467394,-0.780793,0.387692,23155,15445,11935,17,17,0,0,0,0,,,,,0,0,46,7,0.000587,0,0,0,0,0,0,280,1,130,112,18
233.tiff,233,canine lung cancer,3,5759,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4933,6577,25,30.222,-0.079419,0.467377,-0.780484,0.387958,23571,15260,11812,17,16,0,1,0,1,,,5762,20.0,0,0,45,7,0.000593,0,0,0,0,0,0,280,1,130,112,18
233.tiff,233,canine lung cancer,3,5759,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4933,6577,25,30.222,-0.079419,0.467377,-0.780484,0.387958,23571,15721,12149,17,17,0,0,0,0,,,,,461,337,46,7,0.000576,5,0,19,0,44,0,280,1,130,112,18
233.tiff,233,canine lung cancer,4,5766,pad_off,tm_score@pad_off,tm_score,1.0,4933,6577,25,30.222,-0.047897,0.379392,-0.616984,0.331495,26190,16113,13066,17,17,0,0,0,0,,,,,0,0,50,11,0.000842,0,4,0,0,0,0,278,1,130,108,22
233.tiff,233,canine lung cancer,4,5766,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4933,6577,25,30.222,-0.047713,0.379354,-0.616744,0.33164,26665,15959,12954,17,16,0,1,0,1,,,5762,20.0,0,0,49,11,0.000849,0,4,0,0,0,0,278,1,130,108,22
233.tiff,233,canine lung cancer,4,5766,pad_on,tm_score@pad_on,tm_score,1.0,4933,6577,25,30.222,-0.047713,0.379354,-0.616744,0.33164,26665,16414,13309,17,17,0,0,0,0,,,,,455,355,50,11,0.000827,2,4,8,0,27,0,278,1,130,108,22
233.tiff,233,canine lung cancer,4,5766,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4933,6577,25,30.222,-0.047897,0.379392,-0.616984,0.331495,26190,16113,13066,17,17,0,0,0,0,,,,,0,0,50,11,0.000842,0,0,0,0,0,0,278,1,130,108,22
233.tiff,233,canine lung cancer,4,5766,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4933,6577,25,30.222,-0.047713,0.379354,-0.616744,0.33164,26665,15959,12954,17,16,0,1,0,1,,,5762,20.0,0,0,49,11,0.000849,0,0,0,0,0,0,278,1,130,108,22
233.tiff,233,canine lung cancer,4,5766,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4933,6577,25,30.222,-0.047713,0.379354,-0.616744,0.33164,26665,16414,13309,17,17,0,0,0,0,,,,,455,355,50,11,0.000827,5,0,17,0,45,0,278,1,130,108,22
245.tiff,245,canine lymphosarcoma,0,6274,pad_off,tm_score@pad_off,tm_score,1.0,4933,6577,25,30.222,-0.006254,0.227457,-0.34744,0.221203,58682,17260,16722,89,86,0,0,0,0,,,,,0,0,236,82,0.004904,0,0,0,0,0,0,296,1,155,59,96
245.tiff,245,canine lymphosarcoma,0,6274,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4933,6577,25,30.222,-0.006208,0.22705,-0.346783,0.220841,59743,17132,16611,89,86,0,0,0,0,,,,,0,0,235,81,0.004876,0,0,0,0,0,0,296,1,155,59,96
245.tiff,245,canine lymphosarcoma,0,6274,pad_on,tm_score@pad_on,tm_score,1.0,4933,6577,25,30.222,-0.006208,0.22705,-0.346783,0.220841,59743,17565,16990,89,86,0,0,0,0,,,,,433,379,236,81,0.004768,0,0,5,0,8,0,296,1,155,59,96
245.tiff,245,canine lymphosarcoma,0,6274,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4933,6577,25,30.222,-0.006254,0.227457,-0.34744,0.221203,58682,17260,16722,89,86,0,0,0,0,,,,,0,0,236,82,0.004904,0,6,0,1,0,0,296,1,155,59,96
245.tiff,245,canine lymphosarcoma,0,6274,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4933,6577,25,30.222,-0.006208,0.22705,-0.346783,0.220841,59743,17132,16611,89,86,0,0,0,0,,,,,0,0,235,81,0.004876,0,6,0,1,0,0,296,1,155,59,96
245.tiff,245,canine lymphosarcoma,0,6274,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4933,6577,25,30.222,-0.006208,0.22705,-0.346783,0.220841,59743,17565,16990,89,86,0,0,0,0,,,,,433,379,236,81,0.004768,3,6,11,1,25,0,296,1,155,59,96
245.tiff,245,canine lymphosarcoma,1,6243,pad_off,tm_score@pad_off,tm_score,1.0,4933,6577,25,30.222,-0.003537,0.169786,-0.258216,0.166249,61679,16870,16280,89,89,0,0,0,0,,,,,0,0,251,94,0.005774,0,0,0,2,0,1,284,0,181,76,105
245.tiff,245,canine lymphosarcoma,1,6243,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4933,6577,25,30.222,-0.00344,0.16965,-0.257916,0.16621,62812,16725,16154,89,89,0,0,0,0,,,,,0,0,249,92,0.005695,0,0,0,2,0,1,284,0,181,76,105
245.tiff,245,canine lymphosarcoma,1,6243,pad_on,tm_score@pad_on,tm_score,1.0,4933,6577,25,30.222,-0.00344,0.16965,-0.257916,0.16621,62812,17163,16546,89,89,0,0,0,0,,,,,438,392,251,93,0.005621,0,0,3,2,15,1,284,0,181,76,105
245.tiff,245,canine lymphosarcoma,1,6243,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4933,6577,25,30.222,-0.003537,0.169786,-0.258216,0.166249,61679,16870,16280,89,89,0,0,0,0,,,,,0,0,251,94,0.005774,0,4,0,4,0,0,284,0,181,76,105
245.tiff,245,canine lymphosarcoma,1,6243,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4933,6577,25,30.222,-0.00344,0.16965,-0.257916,0.16621,62812,16725,16154,89,89,0,0,0,0,,,,,0,0,249,92,0.005695,0,4,0,4,0,0,284,0,181,76,105
245.tiff,245,canine lymphosarcoma,1,6243,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4933,6577,25,30.222,-0.00344,0.16965,-0.257916,0.16621,62812,17163,16546,89,89,0,0,0,0,,,,,438,392,251,93,0.005621,2,4,6,4,26,0,284,0,181,76,105
245.tiff,245,canine lymphosarcoma,2,6250,pad_off,tm_score@pad_off,tm_score,1.0,4933,6577,25,30.222,-0.007586,0.208326,-0.320074,0.20074,59355,16837,16395,89,89,0,0,0,0,,,,,0,0,241,83,0.005063,0,0,0,3,0,0,288,2,150,61,89
245.tiff,245,canine lymphosarcoma,2,6250,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4933,6577,25,30.222,-0.007637,0.208244,-0.320003,0.200607,60394,16709,16291,89,89,0,0,0,0,,,,,0,0,238,81,0.004972,0,0,0,3,0,0,288,2,150,61,89
245.tiff,245,canine lymphosarcoma,2,6250,pad_on,tm_score@pad_on,tm_score,1.0,4933,6577,25,30.222,-0.007637,0.208244,-0.320003,0.200607,60394,17154,16700,89,89,0,0,0,0,,,,,445,409,239,81,0.00485,0,0,2,3,7,0,288,2,150,61,89
245.tiff,245,canine lymphosarcoma,2,6250,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4933,6577,25,30.222,-0.007586,0.208326,-0.320074,0.20074,59355,16837,16395,89,89,0,0,0,0,,,,,0,0,241,83,0.005063,0,5,0,3,0,1,288,2,150,61,89
245.tiff,245,canine lymphosarcoma,2,6250,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4933,6577,25,30.222,-0.007637,0.208244,-0.320003,0.200607,60394,16709,16291,89,89,0,0,0,0,,,,,0,0,238,81,0.004972,0,5,0,3,0,1,288,2,150,61,89
245.tiff,245,canine lymphosarcoma,2,6250,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4933,6577,25,30.222,-0.007637,0.208244,-0.320003,0.200607,60394,17154,16700,89,89,0,0,0,0,,,,,445,409,239,81,0.00485,3,5,12,3,26,1,288,2,150,61,89
245.tiff,245,canine lymphosarcoma,3,6258,pad_off,tm_score@pad_off,tm_score,1.0,4933,6577,25,30.222,-0.007575,0.236033,-0.361625,0.228458,57252,16929,16424,89,88,0,0,0,0,,,,,0,0,215,64,0.003897,0,1,0,1,0,1,268,0,139,55,84
245.tiff,245,canine lymphosarcoma,3,6258,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4933,6577,25,30.222,-0.007671,0.236128,-0.361862,0.228457,58236,16802,16322,89,88,0,0,0,0,,,,,0,0,215,64,0.003921,0,1,0,1,0,1,268,0,139,55,84
245.tiff,245,canine lymphosarcoma,3,6258,pad_on,tm_score@pad_on,tm_score,1.0,4933,6577,25,30.222,-0.007671,0.236128,-0.361862,0.228457,58236,17242,16736,89,88,0,0,0,0,,,,,440,414,216,64,0.003824,1,1,2,1,9,1,268,0,139,55,84
245.tiff,245,canine lymphosarcoma,3,6258,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4933,6577,25,30.222,-0.007575,0.236033,-0.361625,0.228458,57252,16929,16424,89,88,0,0,0,0,,,,,0,0,215,64,0.003897,0,5,0,7,0,0,268,0,139,55,84
245.tiff,245,canine lymphosarcoma,3,6258,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4933,6577,25,30.222,-0.007671,0.236128,-0.361862,0.228457,58236,16802,16322,89,88,0,0,0,0,,,,,0,0,215,64,0.003921,0,5,0,7,0,0,268,0,139,55,84
245.tiff,245,canine lymphosarcoma,3,6258,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4933,6577,25,30.222,-0.007671,0.236128,-0.361862,0.228457,58236,17242,16736,89,88,0,0,0,0,,,,,440,414,216,64,0.003824,4,5,16,7,33,0,268,0,139,55,84
245.tiff,245,canine lymphosarcoma,4,6355,pad_off,tm_score@pad_off,tm_score,1.0,4933,6577,25,30.222,-0.006459,0.226353,-0.345988,0.219894,59541,17805,17381,89,87,0,0,0,0,,,,,0,0,240,85,0.00489,0,2,0,1,0,1,315,0,190,78,112
245.tiff,245,canine lymphosarcoma,4,6355,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4933,6577,25,30.222,-0.006322,0.22616,-0.345562,0.219837,60557,17651,17243,89,86,0,1,0,0,,,6398,47.0,0,0,236,83,0.004814,0,2,0,1,0,1,315,0,190,78,112
245.tiff,245,canine lymphosarcoma,4,6355,pad_on,tm_score@pad_on,tm_score,1.0,4933,6577,25,30.222,-0.006322,0.22616,-0.345562,0.219837,60557,18110,17680,89,86,0,1,0,0,,,6398,47.0,459,437,240,86,0.004864,0,2,2,1,10,1,315,0,190,78,112
245.tiff,245,canine lymphosarcoma,4,6355,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4933,6577,25,30.222,-0.006459,0.226353,-0.345988,0.219894,59541,17805,17381,89,87,0,0,0,0,,,,,0,0,240,85,0.00489,0,6,0,1,0,0,315,0,190,78,112
245.tiff,245,canine lymphosarcoma,4,6355,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4933,6577,25,30.222,-0.006322,0.22616,-0.345562,0.219837,60557,17651,17243,89,86,0,1,0,0,,,6398,47.0,0,0,236,83,0.004814,0,6,0,1,0,0,315,0,190,78,112
245.tiff,245,canine lymphosarcoma,4,6355,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4933,6577,25,30.222,-0.006322,0.22616,-0.345562,0.219837,60557,18110,17680,89,86,0,1,0,0,,,6398,47.0,459,437,240,86,0.004864,2,6,14,1,38,0,315,0,190,78,112
246.tiff,246,canine lymphosarcoma,0,6548,pad_off,tm_score@pad_off,tm_score,1.0,4933,6577,25,30.222,-0.00565,0.193508,-0.295912,0.187858,42012,17397,16224,115,114,0,0,0,0,,,,,0,0,293,58,0.003575,0,9,0,0,0,0,307,1,124,81,43
246.tiff,246,canine lymphosarcoma,0,6548,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4933,6577,25,30.222,-0.005547,0.193396,-0.295642,0.187849,42753,17258,16119,115,114,0,0,0,0,,,,,0,0,292,57,0.003536,0,9,0,0,0,0,307,1,124,81,43
246.tiff,246,canine lymphosarcoma,0,6548,pad_on,tm_score@pad_on,tm_score,1.0,4933,6577,25,30.222,-0.005547,0.193396,-0.295642,0.187849,42753,17720,16529,115,115,1,0,1,0,6612,16.0,,,462,410,294,58,0.003509,1,9,8,0,27,0,307,1,124,81,43
246.tiff,246,canine lymphosarcoma,0,6548,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4933,6577,25,30.222,-0.00565,0.193508,-0.295912,0.187858,42012,17397,16224,115,114,0,0,0,0,,,,,0,0,293,58,0.003575,0,13,0,3,0,0,307,1,124,81,43
246.tiff,246,canine lymphosarcoma,0,6548,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4933,6577,25,30.222,-0.005547,0.193396,-0.295642,0.187849,42753,17258,16119,115,114,0,0,0,0,,,,,0,0,292,57,0.003536,0,13,0,3,0,0,307,1,124,81,43
246.tiff,246,canine lymphosarcoma,0,6548,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4933,6577,25,30.222,-0.005547,0.193396,-0.295642,0.187849,42753,17720,16529,115,115,1,0,1,0,6612,16.0,,,462,410,294,58,0.003509,6,13,17,3,42,0,307,1,124,81,43
246.tiff,246,canine lymphosarcoma,1,6599,pad_off,tm_score@pad_off,tm_score,1.0,4933,6577,25,30.222,-0.004867,0.180575,-0.27573,0.175708,49628,17468,16343,115,113,0,0,0,0,,,,,0,0,309,73,0.004467,0,12,0,3,0,0,272,3,159,76,83
246.tiff,246,canine lymphosarcoma,1,6599,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4933,6577,25,30.222,-0.004755,0.180559,-0.275593,0.175804,50517,17318,16219,115,113,0,0,0,0,,,,,0,0,309,73,0.004501,0,12,0,3,0,0,272,3,159,76,83
246.tiff,246,canine lymphosarcoma,1,6599,pad_on,tm_score@pad_on,tm_score,1.0,4933,6577,25,30.222,-0.004755,0.180559,-0.275593,0.175804,50517,17808,16653,115,115,2,0,2,0,6612;6618,16.0;15.0,,,490,434,311,73,0.004384,3,12,8,3,28,0,272,3,159,76,83
246.tiff,246,canine lymphosarcoma,1,6599,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4933,6577,25,30.222,-0.004867,0.180575,-0.27573,0.175708,49628,17468,16343,115,113,0,0,0,0,,,,,0,0,309,73,0.004467,0,10,0,5,0,2,272,3,159,76,83
246.tiff,246,canine lymphosarcoma,1,6599,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4933,6577,25,30.222,-0.004755,0.180559,-0.275593,0.175804,50517,17318,16219,115,113,0,0,0,0,,,,,0,0,309,73,0.004501,0,10,0,5,0,2,272,3,159,76,83
246.tiff,246,canine lymphosarcoma,1,6599,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4933,6577,25,30.222,-0.004755,0.180559,-0.275593,0.175804,50517,17808,16653,115,115,2,0,2,0,6612;6618,16.0;15.0,,,490,434,311,73,0.004384,6,10,19,5,44,2,272,3,159,76,83
246.tiff,246,canine lymphosarcoma,2,6482,pad_off,tm_score@pad_off,tm_score,1.0,4933,6577,25,30.222,-0.004182,0.181375,-0.276244,0.177194,40296,17543,16379,115,114,0,0,0,0,,,,,0,0,295,59,0.003602,0,13,0,2,0,0,262,2,133,86,47
246.tiff,246,canine lymphosarcoma,2,6482,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4933,6577,25,30.222,-0.004177,0.181318,-0.276154,0.17714,40985,17393,16260,115,114,0,0,0,0,,,,,0,0,295,59,0.003629,0,13,0,2,0,0,262,2,133,86,47
246.tiff,246,canine lymphosarcoma,2,6482,pad_on,tm_score@pad_on,tm_score,1.0,4933,6577,25,30.222,-0.004177,0.181318,-0.276154,0.17714,40985,17870,16665,115,115,1,0,1,0,6612,16.0,,,477,405,298,61,0.00366,3,13,8,2,31,0,262,2,133,86,47
246.tiff,246,canine lymphosarcoma,2,6482,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4933,6577,25,30.222,-0.004182,0.181375,-0.276244,0.177194,40296,17543,16379,115,114,0,0,0,0,,,,,0,0,295,59,0.003602,0,13,0,1,0,0,262,2,133,86,47
246.tiff,246,canine lymphosarcoma,2,6482,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4933,6577,25,30.222,-0.004177,0.181318,-0.276154,0.17714,40985,17393,16260,115,114,0,0,0,0,,,,,0,0,295,59,0.003629,0,13,0,1,0,0,262,2,133,86,47
246.tiff,246,canine lymphosarcoma,2,6482,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4933,6577,25,30.222,-0.004177,0.181318,-0.276154,0.17714,40985,17870,16665,115,115,1,0,1,0,6612,16.0,,,477,405,298,61,0.00366,5,13,19,1,45,0,262,2,133,86,47
246.tiff,246,canine lymphosarcoma,3,6519,pad_off,tm_score@pad_off,tm_score,1.0,4933,6577,25,30.222,-0.009696,0.19295,-0.29912,0.183254,41577,18113,17084,115,114,0,0,0,0,,,,,0,0,293,58,0.003395,0,15,0,2,0,1,303,3,136,91,45
246.tiff,246,canine lymphosarcoma,3,6519,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4933,6577,25,30.222,-0.009631,0.192815,-0.298854,0.183183,42291,17961,16969,115,113,0,1,0,1,,,6612,16.0,0,0,292,58,0.003418,0,15,0,2,0,1,303,3,136,91,45
246.tiff,246,canine lymphosarcoma,3,6519,pad_on,tm_score@pad_on,tm_score,1.0,4933,6577,25,30.222,-0.009631,0.192815,-0.298854,0.183183,42291,18440,17393,115,114,0,0,0,0,,,,,479,424,294,59,0.003392,3,15,7,2,29,1,303,3,136,91,45
246.tiff,246,canine lymphosarcoma,3,6519,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4933,6577,25,30.222,-0.009696,0.19295,-0.29912,0.183254,41577,18113,17084,115,114,0,0,0,0,,,,,0,0,293,58,0.003395,0,14,0,4,0,1,303,3,136,91,45
246.tiff,246,canine lymphosarcoma,3,6519,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4933,6577,25,30.222,-0.009631,0.192815,-0.298854,0.183183,42291,17961,16969,115,113,0,1,0,1,,,6612,16.0,0,0,292,58,0.003418,0,14,0,4,0,1,303,3,136,91,45
246.tiff,246,canine lymphosarcoma,3,6519,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4933,6577,25,30.222,-0.009631,0.192815,-0.298854,0.183183,42291,18440,17393,115,114,0,0,0,0,,,,,479,424,294,59,0.003392,6,14,16,4,43,1,303,3,136,91,45
246.tiff,246,canine lymphosarcoma,4,6587,pad_off,tm_score@pad_off,tm_score,1.0,4933,6577,25,30.222,-0.005735,0.207463,-0.316929,0.201728,45350,17465,16615,115,114,0,0,0,0,,,,,0,0,319,82,0.004935,0,15,0,5,0,0,282,0,155,91,64
246.tiff,246,canine lymphosarcoma,4,6587,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4933,6577,25,30.222,-0.005682,0.207273,-0.316591,0.201591,46159,17304,16488,115,114,0,0,0,0,,,,,0,0,318,81,0.004913,0,15,0,5,0,0,282,0,155,91,64
246.tiff,246,canine lymphosarcoma,4,6587,pad_on,tm_score@pad_on,tm_score,1.0,4933,6577,25,30.222,-0.005682,0.207273,-0.316591,0.201591,46159,17769,16898,115,115,1,0,1,0,6612,16.0,,,465,410,320,82,0.004853,0,15,7,5,26,0,282,0,155,91,64
246.tiff,246,canine lymphosarcoma,4,6587,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4933,6577,25,30.222,-0.005735,0.207463,-0.316929,0.201728,45350,17465,16615,115,114,0,0,0,0,,,,,0,0,319,82,0.004935,0,10,0,1,0,0,282,0,155,91,64
246.tiff,246,canine lymphosarcoma,4,6587,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4933,6577,25,30.222,-0.005682,0.207273,-0.316591,0.201591,46159,17304,16488,115,114,0,0,0,0,,,,,0,0,318,81,0.004913,0,10,0,1,0,0,282,0,155,91,64
246.tiff,246,canine lymphosarcoma,4,6587,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4933,6577,25,30.222,-0.005682,0.207273,-0.316591,0.201591,46159,17769,16898,115,115,1,0,1,0,6612,16.0,,,465,410,320,82,0.004853,6,10,16,1,41,0,282,0,155,91,64
300.tiff,300,canine cutaneous mast cell tumor,0,14581,pad_off,tm_score@pad_off,tm_score,1.0,4835,6447,25,29.609,-0.061117,0.443312,-0.726085,0.382194,29356,16874,14430,180,179,0,0,0,0,,,,,0,0,288,26,0.001802,0,14,0,6,0,0,276,1,94,84,10
300.tiff,300,canine cutaneous mast cell tumor,0,14581,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4835,6447,25,29.609,-0.060925,0.442014,-0.723946,0.381089,29909,16720,14350,180,178,0,1,0,1,,,14550,16.0,0,0,287,26,0.001812,0,14,0,6,0,0,276,1,94,84,10
300.tiff,300,canine cutaneous mast cell tumor,0,14581,pad_on,tm_score@pad_on,tm_score,1.0,4835,6447,25,29.609,-0.060925,0.442014,-0.723946,0.381089,29909,17181,14675,180,180,1,0,1,0,14512,3.0,,,461,325,292,27,0.00184,2,14,5,6,19,0,276,1,94,84,10
300.tiff,300,canine cutaneous mast cell tumor,0,14581,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4835,6447,25,29.609,-0.061117,0.443312,-0.726085,0.382194,29356,16874,14430,180,179,0,0,0,0,,,,,0,0,288,26,0.001802,0,23,0,5,0,0,276,1,94,84,10
