file_name,seed,ranker,quantile,depth,n_found,n_gt_mitotic,ceiling,frac_of_pool
300.tiff,4,tm_rot24,0.95,12554,180,180,1.0,0.7225
300.tiff,4,tm_rot24,0.98,15556,180,180,1.0,0.8953
300.tiff,4,tm_rot24,0.99,17064,180,180,1.0,0.9821
300.tiff,4,tm_rot24,1.0,17092,180,180,1.0,0.9837
301.tiff,0,blob_score,0.5,167,217,217,1.0,0.0082
301.tiff,0,blob_score,0.9,719,217,217,1.0,0.0353
301.tiff,0,blob_score,0.95,1427,217,217,1.0,0.0701
301.tiff,0,blob_score,0.98,4306,217,217,1.0,0.2114
301.tiff,0,blob_score,0.99,6100,217,217,1.0,0.2995
301.tiff,0,blob_score,1.0,7749,217,217,1.0,0.3804
301.tiff,0,tm_single,0.5,487,217,217,1.0,0.0239
301.tiff,0,tm_single,0.9,5568,217,217,1.0,0.2734
301.tiff,0,tm_single,0.95,8161,217,217,1.0,0.4007
301.tiff,0,tm_single,0.98,11063,217,217,1.0,0.5431
301.tiff,0,tm_single,0.99,17183,217,217,1.0,0.8436
301.tiff,0,tm_single,1.0,19933,217,217,1.0,0.9786
301.tiff,0,tm_rot24,0.5,248,217,217,1.0,0.0122
301.tiff,0,tm_rot24,0.9,4431,217,217,1.0,0.2175
301.tiff,0,tm_rot24,0.95,8639,217,217,1.0,0.4241
301.tiff,0,tm_rot24,0.98,11489,217,217,1.0,0.564
301.tiff,0,tm_rot24,0.99,17338,217,217,1.0,0.8512
301.tiff,0,tm_rot24,1.0,19933,217,217,1.0,0.9786
301.tiff,1,blob_score,0.5,167,217,217,1.0,0.0082
301.tiff,1,blob_score,0.9,719,217,217,1.0,0.0353
301.tiff,1,blob_score,0.95,1427,217,217,1.0,0.0701
301.tiff,1,blob_score,0.98,4306,217,217,1.0,0.2114
301.tiff,1,blob_score,0.99,6100,217,217,1.0,0.2995
301.tiff,1,blob_score,1.0,7749,217,217,1.0,0.3804
301.tiff,1,tm_single,0.5,581,217,217,1.0,0.0285
301.tiff,1,tm_single,0.9,7915,217,217,1.0,0.3886
301.tiff,1,tm_single,0.95,9724,217,217,1.0,0.4774
301.tiff,1,tm_single,0.98,14669,217,217,1.0,0.7202
301.tiff,1,tm_single,0.99,17054,217,217,1.0,0.8373
301.tiff,1,tm_single,1.0,19933,217,217,1.0,0.9786
301.tiff,1,tm_rot24,0.5,250,217,217,1.0,0.0123
301.tiff,1,tm_rot24,0.9,6722,217,217,1.0,0.33
301.tiff,1,tm_rot24,0.95,9700,217,217,1.0,0.4762
301.tiff,1,tm_rot24,0.98,13786,217,217,1.0,0.6768
301.tiff,1,tm_rot24,0.99,15958,217,217,1.0,0.7834
301.tiff,1,tm_rot24,1.0,19933,217,217,1.0,0.9786
301.tiff,2,blob_score,0.5,167,217,217,1.0,0.0082
301.tiff,2,blob_score,0.9,719,217,217,1.0,0.0353
301.tiff,2,blob_score,0.95,1427,217,217,1.0,0.0701
301.tiff,2,blob_score,0.98,4306,217,217,1.0,0.2114
301.tiff,2,blob_score,0.99,6100,217,217,1.0,0.2995
301.tiff,2,blob_score,1.0,7749,217,217,1.0,0.3804
301.tiff,2,tm_single,0.5,459,217,217,1.0,0.0225
301.tiff,2,tm_single,0.9,5483,217,217,1.0,0.2692
301.tiff,2,tm_single,0.95,8928,217,217,1.0,0.4383
301.tiff,2,tm_single,0.98,16170,217,217,1.0,0.7939
301.tiff,2,tm_single,0.99,17203,217,217,1.0,0.8446
301.tiff,2,tm_single,1.0,19933,217,217,1.0,0.9786
301.tiff,2,tm_rot24,0.5,363,217,217,1.0,0.0178
301.tiff,2,tm_rot24,0.9,4834,217,217,1.0,0.2373
301.tiff,2,tm_rot24,0.95,8030,217,217,1.0,0.3942
301.tiff,2,tm_rot24,0.98,11368,217,217,1.0,0.5581
301.tiff,2,tm_rot24,0.99,17566,217,217,1.0,0.8624
301.tiff,2,tm_rot24,1.0,19933,217,217,1.0,0.9786
301.tiff,3,blob_score,0.5,167,217,217,1.0,0.0082
301.tiff,3,blob_score,0.9,719,217,217,1.0,0.0353
301.tiff,3,blob_score,0.95,1427,217,217,1.0,0.0701
301.tiff,3,blob_score,0.98,4306,217,217,1.0,0.2114
301.tiff,3,blob_score,0.99,6100,217,217,1.0,0.2995
301.tiff,3,blob_score,1.0,7749,217,217,1.0,0.3804
301.tiff,3,tm_single,0.5,967,217,217,1.0,0.0475
301.tiff,3,tm_single,0.9,9883,217,217,1.0,0.4852
301.tiff,3,tm_single,0.95,11553,217,217,1.0,0.5672
301.tiff,3,tm_single,0.98,15582,217,217,1.0,0.765
301.tiff,3,tm_single,0.99,17297,217,217,1.0,0.8492
301.tiff,3,tm_single,1.0,19933,217,217,1.0,0.9786
301.tiff,3,tm_rot24,0.5,894,217,217,1.0,0.0439
301.tiff,3,tm_rot24,0.9,10160,217,217,1.0,0.4988
301.tiff,3,tm_rot24,0.95,11982,217,217,1.0,0.5882
301.tiff,3,tm_rot24,0.98,14296,217,217,1.0,0.7019
301.tiff,3,tm_rot24,0.99,17560,217,217,1.0,0.8621
301.tiff,3,tm_rot24,1.0,19933,217,217,1.0,0.9786
301.tiff,4,blob_score,0.5,167,217,217,1.0,0.0082
301.tiff,4,blob_score,0.9,719,217,217,1.0,0.0353
301.tiff,4,blob_score,0.95,1427,217,217,1.0,0.0701
301.tiff,4,blob_score,0.98,4306,217,217,1.0,0.2114
301.tiff,4,blob_score,0.99,6100,217,217,1.0,0.2995
301.tiff,4,blob_score,1.0,7749,217,217,1.0,0.3804
301.tiff,4,tm_single,0.5,633,217,217,1.0,0.0311
301.tiff,4,tm_single,0.9,6153,217,217,1.0,0.3021
301.tiff,4,tm_single,0.95,8337,217,217,1.0,0.4093
301.tiff,4,tm_single,0.98,10896,217,217,1.0,0.5349
301.tiff,4,tm_single,0.99,11058,217,217,1.0,0.5429
301.tiff,4,tm_single,1.0,19933,217,217,1.0,0.9786
301.tiff,4,tm_rot24,0.5,299,217,217,1.0,0.0147
301.tiff,4,tm_rot24,0.9,4459,217,217,1.0,0.2189
301.tiff,4,tm_rot24,0.95,8476,217,217,1.0,0.4161
301.tiff,4,tm_rot24,0.98,12532,217,217,1.0,0.6152
301.tiff,4,tm_rot24,0.99,15917,217,217,1.0,0.7814
301.tiff,4,tm_rot24,1.0,19933,217,217,1.0,0.9786
405.tiff,0,blob_score,0.5,796,13,13,1.0,0.1051
405.tiff,0,blob_score,0.9,2967,13,13,1.0,0.3916
405.tiff,0,blob_score,0.95,3629,13,13,1.0,0.479
405.tiff,0,blob_score,0.98,3629,13,13,1.0,0.479
405.tiff,0,blob_score,0.99,3629,13,13,1.0,0.479
405.tiff,0,blob_score,1.0,3629,13,13,1.0,0.479
405.tiff,0,tm_single,0.5,3031,13,13,1.0,0.4001
405.tiff,0,tm_single,0.9,6252,13,13,1.0,0.8252
405.tiff,0,tm_single,0.95,6785,13,13,1.0,0.8956
405.tiff,0,tm_single,0.98,6785,13,13,1.0,0.8956
405.tiff,0,tm_single,0.99,6785,13,13,1.0,0.8956
405.tiff,0,tm_single,1.0,6785,13,13,1.0,0.8956
405.tiff,0,tm_rot24,0.5,2667,13,13,1.0,0.352
405.tiff,0,tm_rot24,0.9,6212,13,13,1.0,0.82
405.tiff,0,tm_rot24,0.95,6681,13,13,1.0,0.8819
405.tiff,0,tm_rot24,0.98,6681,13,13,1.0,0.8819
405.tiff,0,tm_rot24,0.99,6681,13,13,1.0,0.8819
405.tiff,0,tm_rot24,1.0,6681,13,13,1.0,0.8819
405.tiff,1,blob_score,0.5,960,13,13,1.0,0.1267
405.tiff,1,blob_score,0.9,2967,13,13,1.0,0.3916
405.tiff,1,blob_score,0.95,3629,13,13,1.0,0.479
405.tiff,1,blob_score,0.98,3629,13,13,1.0,0.479
405.tiff,1,blob_score,0.99,3629,13,13,1.0,0.479
405.tiff,1,blob_score,1.0,3629,13,13,1.0,0.479
405.tiff,1,tm_single,0.5,938,13,13,1.0,0.1238
405.tiff,1,tm_single,0.9,5435,13,13,1.0,0.7174
405.tiff,1,tm_single,0.95,7137,13,13,1.0,0.9421
405.tiff,1,tm_single,0.98,7137,13,13,1.0,0.9421
405.tiff,1,tm_single,0.99,7137,13,13,1.0,0.9421
405.tiff,1,tm_single,1.0,7137,13,13,1.0,0.9421
405.tiff,1,tm_rot24,0.5,1030,13,13,1.0,0.136
405.tiff,1,tm_rot24,0.9,3485,13,13,1.0,0.46
405.tiff,1,tm_rot24,0.95,6232,13,13,1.0,0.8226
405.tiff,1,tm_rot24,0.98,6232,13,13,1.0,0.8226
405.tiff,1,tm_rot24,0.99,6232,13,13,1.0,0.8226
405.tiff,1,tm_rot24,1.0,6232,13,13,1.0,0.8226
405.tiff,2,blob_score,0.5,960,13,13,1.0,0.1267
405.tiff,2,blob_score,0.9,2967,13,13,1.0,0.3916
405.tiff,2,blob_score,0.95,3629,13,13,1.0,0.479
405.tiff,2,blob_score,0.98,3629,13,13,1.0,0.479
405.tiff,2,blob_score,0.99,3629,13,13,1.0,0.479
405.tiff,2,blob_score,1.0,3629,13,13,1.0,0.479
405.tiff,2,tm_single,0.5,4088,13,13,1.0,0.5396
405.tiff,2,tm_single,0.9,6605,13,13,1.0,0.8718
405.tiff,2,tm_single,0.95,7392,13,13,1.0,0.9757
405.tiff,2,tm_single,0.98,7392,13,13,1.0,0.9757
405.tiff,2,tm_single,0.99,7392,13,13,1.0,0.9757
405.tiff,2,tm_single,1.0,7392,13,13,1.0,0.9757
405.tiff,2,tm_rot24,0.5,4167,13,13,1.0,0.55
405.tiff,2,tm_rot24,0.9,7011,13,13,1.0,0.9254
405.tiff,2,tm_rot24,0.95,7306,13,13,1.0,0.9644
405.tiff,2,tm_rot24,0.98,7306,13,13,1.0,0.9644
405.tiff,2,tm_rot24,0.99,7306,13,13,1.0,0.9644
405.tiff,2,tm_rot24,1.0,7306,13,13,1.0,0.9644
405.tiff,3,blob_score,0.5,960,13,13,1.0,0.1267
405.tiff,3,blob_score,0.9,2967,13,13,1.0,0.3916
405.tiff,3,blob_score,0.95,3629,13,13,1.0,0.479
405.tiff,3,blob_score,0.98,3629,13,13,1.0,0.479
405.tiff,3,blob_score,0.99,3629,13,13,1.0,0.479
405.tiff,3,blob_score,1.0,3629,13,13,1.0,0.479
405.tiff,3,tm_single,0.5,3274,13,13,1.0,0.4322
405.tiff,3,tm_single,0.9,6489,13,13,1.0,0.8565
405.tiff,3,tm_single,0.95,7014,13,13,1.0,0.9258
405.tiff,3,tm_single,0.98,7014,13,13,1.0,0.9258
405.tiff,3,tm_single,0.99,7014,13,13,1.0,0.9258
405.tiff,3,tm_single,1.0,7014,13,13,1.0,0.9258
405.tiff,3,tm_rot24,0.5,3035,13,13,1.0,0.4006
405.tiff,3,tm_rot24,0.9,6299,13,13,1.0,0.8314
405.tiff,3,tm_rot24,0.95,7135,13,13,1.0,0.9418
405.tiff,3,tm_rot24,0.98,7135,13,13,1.0,0.9418
405.tiff,3,tm_rot24,0.99,7135,13,13,1.0,0.9418
405.tiff,3,tm_rot24,1.0,7135,13,13,1.0,0.9418
405.tiff,4,blob_score,0.5,796,13,13,1.0,0.1051
405.tiff,4,blob_score,0.9,2967,13,13,1.0,0.3916
405.tiff,4,blob_score,0.95,3629,13,13,1.0,0.479
405.tiff,4,blob_score,0.98,3629,13,13,1.0,0.479
405.tiff,4,blob_score,0.99,3629,13,13,1.0,0.479
405.tiff,4,blob_score,1.0,3629,13,13,1.0,0.479
405.tiff,4,tm_single,0.5,797,13,13,1.0,0.1052
405.tiff,4,tm_single,0.9,6457,13,13,1.0,0.8523
405.tiff,4,tm_single,0.95,7415,13,13,1.0,0.9787
405.tiff,4,tm_single,0.98,7415,13,13,1.0,0.9787
405.tiff,4,tm_single,0.99,7415,13,13,1.0,0.9787
405.tiff,4,tm_single,1.0,7415,13,13,1.0,0.9787
405.tiff,4,tm_rot24,0.5,1409,13,13,1.0,0.186
405.tiff,4,tm_rot24,0.9,3972,13,13,1.0,0.5243
405.tiff,4,tm_rot24,0.95,5984,13,13,1.0,0.7899
405.tiff,4,tm_rot24,0.98,5984,13,13,1.0,0.7899
405.tiff,4,tm_rot24,0.99,5984,13,13,1.0,0.7899
405.tiff,4,tm_rot24,1.0,5984,13,13,1.0,0.7899
